Div,AE,Cust Code,Customer,Buyer,Style,Style Description,SKU No.,Metal Kt,Inception Dt.,OM 1/1/24,Shipped_Qty,Returned_Qty,Net_Sales_2024,Net_Sales_2025_YTD,Open_Memo_Qty,Open_Memo_Amt,Sell_Through_Pct,Expected_Sales_6mo,Excess,RA_Issued,Performance_Category
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,R1368510KY-23,1/3 CTTW OVER UNDER MULTI ROW RING KM,20562985,10K,1/1/2024,39,0,0,27,5,7,1968.12,63.32,12,,ZOM03272025,Review
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LP444114KW-24,1/2 CTW SOL PENDANT GSI CB,20570651,14K,1/1/2024,128,0,0,100,5,23,4160.7,63.3,40,,ZCDF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R719110KY-C82,1 CTW 3 STN+ W BAG CROSSOVER CHAN RING,189-38373,10K,1/1/2024,11,0,0,7,2,2,680.0,63.14,3,,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E397114KY-C82,1/2 CTTW OUTSIDE ONLY HOOP EARRINGS DK,104-13896,14K,1/1/2024,27,0,0,19,3,5,1900.0,62.88,8,,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B2633SS-20,1/4 CTW MIRACLE PLATE BUTTER TENNIS B KL,762186500,SS,1/1/2024,59,0,38,17,0,4,314.76,62.47,6,,STM01242024,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B214514KW-42,3 1/3 CTW DBL ROW DIAMOND TENNIS BRACEL,60119521,14K,8/27/2024,0,5,0,1,1,3,6866.64,62.39,2,1.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N164814KW-42,5 CTTW PRN & ROUND TENNIS NECKLACE,60119553,14K,8/27/2024,0,5,0,1,1,3,13262.76,62.39,2,1.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E496714KY-42,1 CTW 3 STONE EMR HUGGIES EARRING LB,60011892,14K,6/25/2024,0,13,1,5,1,6,5850.0,61.45,4,2.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,E366310KW-STK,1/4 CTTW ALIGN MBS 3 STN EARRINGS KL,182806707,10K,1/1/2024,33,0,9,16,3,5,774.1,61.09,7,,STM05312023,Review
NL,Darshan Samani,S093,STERLING INC. KAY OUTLET,Lisa Pitoniak,LB344810KW-22,2 1/2 CTW LCD7 BG&RND STAIGH BRAC GSI LP,878383809,10K,10/29/2024,0,35,0,4,6,25,16635.5,60.99,11,14.0,,Slow Mover
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,R12897SS-23,1/2 CT CRISS CROSS OVAL SHP FASH RING KM,20562991,SS,1/1/2024,50,0,3,24,13,10,1990.5,60.75,14,,ZOM03272025,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N117910KW-STK,1/5 CTTW NEW XO NECKLACE KL,174370609,10K,1/1/2024,40,0,3,26,3,8,2475.76,60.48,11,,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E4698SS-24,1/5 CTW HEART SHAPE CLUSTER EARRING CB,20578726,SS,1/1/2024,60,0,0,38,9,13,712.14,60.45,18,,ZCDF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R970110KW-82,1/4 CTW 5 STNS W/ HALO BAND,112-10069,10K,3/15/2024,0,60,0,24,7,29,3796.1,47.26,14,15.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B2791SS-C82,1/2 CTTW LINKED GENTS BRACELET,189-37896,SS,1/1/2024,9,0,0,7,0,2,310.0,60.02,3,,,Dead Weight
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N123910KY-STK,1/3 CTTW MBS 3 STONE NECKALCE KL,174372906,10K,1/1/2024,17,0,8,7,0,2,483.94,60.02,3,,STM05312023,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E4738SS-24,1/4 CTW MULTI FAUX EARRING CB,20592467,SS,9/20/2024,0,35,0,8,4,23,2980.34,59.59,10,13.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R1385910KW-C22,1/4 CTW RD 7 STNS TWIST BAND KW,200592703,10K,7/9/2024,0,140,1,53,11,75,9970.5,59.38,41,34.0,,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,E461610KW-20,3/4 CTW GRADUATI BUTTERCUP HOOPS EARR KL,360650408,10K,1/1/2024,131,0,5,88,8,30,11760.3,58.79,37,,STM032120251,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,R1109310KW-20,1/5 CTW QUAD W/ HALO ENG RING KL,245012000,10K,1/1/2024,88,0,1,61,5,21,4092.06,58.54,25,,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E357210KW-C82,1/4 CTTW DIA DANGLING GRAD PEAR EAR LP,189-38084,10K,1/1/2024,8,0,0,5,1,2,250.0,57.88,2,,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,P450514KY-20,1/4 CTW CROSS PENDANT KL,522275306,14K,4/4/2024,0,187,2,98,13,74,20892.42,57.78,53,21.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R970110KY-82,1/4 CTW 5 STNS W/ HALO BAND,112-10077,10K,3/15/2024,0,60,0,22,7,31,4057.9,44.21,13,18.0,,Slow Mover
NL,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,LR1600510KW-22,1 1/2 CTW LCD 3 STONE GENTS RING GSI SD,818581009,10K,9/19/2024,0,12,0,1,3,8,5432.32,57.66,3,5.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,P4126SSBLK-20,1 CTW DRAGON DOG TAG MENS PENDANT TG,220447306,SS,1/1/2024,373,0,2,243,34,94,19467.4,57.62,105,,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LR13646SSYV-24,1 CTTW LCD MULTI ROW FASHION RING GSI CB,20593237,SS,9/27/2024,0,50,25,0,8,17,2432.02,57.54,7,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224014KYII1I2-42,14KY EAR IN/OUT HOOP D1.00 I I1-I2,60006746,14K,5/28/2024,0,11,1,4,1,5,4700.0,56.15,3,2.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1294810KW-C82,1 1/2 CTTW CLUSTER FASHION BAND,189-38530,10K,1/1/2024,12,0,1,7,1,3,1680.0,56.12,3,,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,B2625SS-24,1/2 CTW MIRACLE PLATE BUTTER TENNIS B CB,20582072,SS,4/6/2024,0,35,0,16,4,15,2903.7,55.32,10,5.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B230314KWII1I2-BB,14KY BRAC D5.00 I I1-I2,12022539,14K,1/1/2024,6,4,3,5,0,2,7500.0,55.12,2,,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E416314KW-42,1/2 CTW FRONT FACING RD BAG HOOP EARRING,12264685,14K,1/1/2024,7,2,2,5,0,2,940.0,55.12,2,,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1362414KW-42,1 CTTW FAUX MQ & PEAR FASHION RING LB,12202842,14K,1/1/2024,7,0,0,4,1,2,1600.0,55.12,2,,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P319810KP-C82,1/4 CTW KEY PENDANT IR,189-38282,10K,1/1/2024,7,0,0,5,0,2,340.0,55.12,2,,,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,PP122910KY-24,.33CTW CLUSTER HALO ROUND DIA PDT CB,20582674,10K,4/12/2024,0,25,0,11,3,11,3321.78,55.09,7,4.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LE3373SSYV-24,1 1/2  CTTW LCD DIA STUD EARRINGS GSI CB,20593582,SS,10/14/2024,0,50,25,4,3,18,4074.48,54.95,7,11.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E490910KY-24,3/4 CTW FLOWER CLUSTER EARRING CB,20593238,10K,9/20/2024,0,35,0,6,5,24,9823.68,54.63,9,15.0,,Slow Mover
NL,Darshan Samani,Z000,ZALE DELAWARE INC.,Amy Bankler,LE501910KW-23,IAAP 3 CTW LCD3 ROW ZIGZAG HOOP GSI KM,20589498,10K,8/27/2024,0,535,11,101,83,340,211367.8,54.77,142,198.0,ZOM03272025,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R1393914KW-C22,1 CTTW ENGAGEMENT RING VC,135809008,14K,7/9/2024,0,38,0,11,5,22,16684.36,54.31,10,12.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Lisa Pitoniak,R1523410KY-22,1/4 CTW CUSH SHP HALO PROMISE RING LP,432064006,10K,4/4/2024,0,41,0,15,8,18,4462.51,54.03,11,7.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Courtney Francis,E371910KW-C28,3/4CTW JOURNEY MULTI CLSTER SHPEAR,135903007,10K,10/31/2024,0,16,0,4,0,12,7675.08,53.99,4,8.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N88810KW-C82,1/3 CTW DOUBLE HEARTS NECKLACE CB,189-38134,10K,1/1/2024,23,0,0,13,3,7,980.0,53.68,6,1.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,R1360210KY-20,3 3/4 CTTW SQR CLUSTER GENTS RING TG,994637801,10K,1/1/2024,16,7,0,14,2,7,12278.14,53.68,6,1.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B312310KW-20,1 1/2 CTW PRN & RND 11 QUAD BRACELET KL,380899601,10K,1/1/2024,78,0,1,53,0,24,24806.4,53.11,20,4.0,STM032120251,Dead Weight
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1414014KW-28,3/8 CTTW 2 ROW SMALL & BIG DIA ANN BD GC,360713402,14K,11/4/2024,0,25,0,1,5,19,7660.23,53.09,7,12.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R822214KY5-42,1 CTW MULTI LINK INTERTWINED BAND,60119581,14K,8/27/2024,0,3,0,1,0,2,2508.38,51.99,1,1.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E451914KW-42,2 CTW STARIGHT 3 LINE EARRING,60119536,14K,8/27/2024,0,3,0,0,1,2,2467.3,51.99,1,1.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1422014KTTR-42,1/4 CTW 3 STONE INTER LOCK GENTS BAND,12274783,14K,1/1/2024,9,3,0,6,2,4,2660.0,51.44,3,1.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P319710KY-C82,1/4 CTW KEY PENDANT IR,189-38274,10K,1/1/2024,6,0,0,3,1,2,410.0,51.44,2,,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R849014KP-C82,3/4 CTW 6 ROW FASH BAND,189-38423,14K,1/1/2024,7,0,1,4,0,2,840.0,51.44,2,,,Dead Weight
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy McLain,R1334210KW-23,3/4 CTTW 5 ROW RECTANGLE GENTS BAND AM,20485413,10K,1/1/2024,6,0,0,3,1,2,1050.06,51.44,2,,ZAM06272023,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N192410KW-20,1 CTW CHEVRON RIVIERA NECKLACE KL,920360409,10K,8/1/2024,0,551,3,172,29,347,326516.59,51.49,139,208.0,,Slow Mover
NL,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,LB262010KW-20,2 1/2 CTW LCD MQ TENNIS BRACELET GSI KL,581513405,10K,3/19/2024,0,55,0,26,4,25,21900.5,50.4,14,11.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E494214KW-42,1/4 CTW CIRCLE JACKET EARRING LB,60011517,14K,6/19/2024,0,12,0,3,2,7,1855.0,50.19,3,4.0,,Review
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R1347710KW-C22,1 CTTW MULTI ROW OVER UNDER FASH RING KM,238424802,10K,7/16/2024,0,37,0,9,5,23,13653.95,50.04,9,14.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,B2718SSBKBLK-22,7 CTTW STRAIGHT LINE GENTS BRACELET SD,950312607,SS,9/19/2024,0,45,0,9,4,32,26277.76,49.97,11,21.0,STO03212025,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,R1174710KW-STK,1/5 CTW RING KL,580946109,10K,1/1/2024,28,0,0,18,0,10,1426.6,49.61,7,3.0,,Dead Weight
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LE2532SSYV-24,1 CTW LCD IN/OUT SCALLOP RD HOOP  GSI CB,20592987,SS,9/23/2024,0,25,0,5,2,18,2662.2,49.37,6,12.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LB100714KW-24,10 CTW LCD ALL PEAR BRACELET GSI CB,20582729,14K,4/13/2024,0,4,0,1,1,2,5164.84,49.32,1,1.0,ZCDF04032025,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1226810KW-C82,1/4 CTW RD/TP STARBURST RING,189-38514,10K,1/1/2024,11,0,0,5,2,4,580.0,49.11,3,1.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B320210KY-20,5 CTW ROUND HALO BRACELET KL,655727802,10K,1/1/2024,12,0,1,3,4,4,7200.32,49.11,3,1.0,STM01242024,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,B3517SS-20,IAAP 2CTW CUBAN LINK ALL DIA MENS BRA TG,238423406,SS,8/15/2024,0,400,6,80,50,264,151823.76,48.96,95,169.0,,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,P450314KY-20,1/10 CTW JESUS CROSS PENDANT KL,394061307,14K,4/4/2024,0,190,1,81,14,94,27954.66,48.41,45,49.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R921410KPW-C82,3/4 CTW QUAD HALO,189-38480,10K,1/1/2024,8,0,0,3,2,3,825.0,48.23,2,1.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R765810KWBLKC82,1 CT FRAME RECT PAVE CTR W SCREW ROLE TG,189-38589,10K,1/1/2024,8,0,0,4,1,3,1260.0,48.23,2,1.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P314810KY-C82,1/4 CTW  PENDANT DK,189-38258,10K,1/1/2024,8,0,0,4,1,3,330.0,48.23,2,1.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B318310KW-20,2 1/2 CTW BUTTERCUP STRAIGHT BRACEL KL,455716403,10K,1/1/2024,79,0,2,45,3,29,27672.38,48.1,18,11.0,STM032120251,Slow Mover
NL,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,LB262714KW-STK,5 CTW CUSHION HALO BRACELET KL,581106705,14K,1/1/2024,22,0,1,11,2,8,17768.96,47.77,5,3.0,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E337210KW-24,1.00 CTW SOL STUD CB,20592951,10K,1/1/2024,74,112,52,83,-1,52,31417.88,47.22,31,21.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1289314KY-BB,3/8 CTTW DIA CRISS CROSS FASHION RIN,12189288,14K,1/1/2024,13,11,1,14,0,9,3260.0,46.97,5,4.0,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P448114KW-24,1/10 CTTW PRINCESS SOLITAIRE PENDANT CB,20573480,14K,1/1/2024,33,0,0,17,3,13,1723.67,46.77,8,5.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,P3973SSBS-22,BLUE SAPPHIRE COMPASS MENS PENDANT SD,380929303,SS,9/20/2024,0,15,0,1,3,11,1369.28,46.35,3,8.0,STO03212025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B262114KW-BB,4 CTW EMR TENNIS BRACELET,12136438,14K,1/1/2024,4,2,1,2,1,2,6700.0,46.3,1,1.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225214KWII1I2-BB,14KW EAR RD/BAG HOOP D.25 I I1-I2,12022687,14K,1/1/2024,10,17,2,14,1,10,3150.0,46.3,6,4.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E315610KW-C82,1/3 CTW DIAMOND SHAPE MENS EAERINGS,189-37961,10K,1/1/2024,10,0,0,4,2,4,540.0,46.3,2,2.0,,Review
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,P315510KW-ZA,1 CTTW HALO CROSS PENDANT KM,20366758,10K,1/1/2024,5,0,0,1,2,2,617.0,46.3,1,1.0,ZAM081822,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,R1126510KW-20,2 CTW MULTI ROWS FASH BAND KL,994805202,10K,1/1/2024,96,0,0,49,8,39,40788.93,45.82,22,17.0,STM032120251,Slow Mover
NL,Darshan Samani,S093,STERLING INC. KAY OUTLET,Lisa Pitoniak,LBG222410KY-22,1/2 CTW LCD EMER BZ SOL FLEX BAN GSI LP,940772205,10K,10/29/2024,0,30,2,2,4,22,8820.24,45.74,6,16.0,,Slow Mover
NL,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,LR1360110KW-20,5 1/4 CTTW RND CLUSTER GENTS RING TG,818581504,10K,9/9/2024,0,30,0,5,4,21,23578.59,49.55,7,14.0,,Slow Mover
NL,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,LN169310KW-20,3 CTW LCD PEAR & RND NECKLACE GSI CER KL,910464205,10K,3/20/2024,0,55,0,20,7,28,22501.92,45.48,12,16.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,BG2064SS-24,1/5 CTW DOUBLE HEART CUF BANGLE CB,20593097,SS,9/23/2024,0,35,0,3,6,26,2473.12,45.34,8,18.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E310210KW-C82,1/2 CTW RD/TP/MQ STARBURST EARRING,189-37953,10K,1/1/2024,12,0,0,4,3,5,1200.0,45.01,3,2.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N105014KW-42,10 CTTW ETERNITY NECKLACE LB,12202941,14K,3/7/2024,0,5,1,1,1,2,16800.0,44.84,1,1.0,,Review
NL,Darshan Samani,Z003,ZALE DELAWARE INC. OUTLET,Jennifer Slaboda,LB299310KY-25,8 CTTW LCD MULTI ROWS BRACELET GSI JS,20590882,10K,10/8/2024,0,20,2,4,1,13,16952.13,52.81,5,8.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P461110KY-24,5/8 CTW FLOWER CLUSTER PENDANT CB,20593248,10K,9/20/2024,0,35,0,4,5,26,10095.28,44.69,8,18.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Courtney Francis,E247410KW-C28,1CTW MULTI BG DANGLNG EAR,401690401,10K,11/5/2024,0,15,0,0,3,12,8252.4,44.51,3,9.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P4688SSYV-24,1/20 CTW DROP SHAPE PENDANT CB,20593126,SS,9/20/2024,0,99,52,8,4,35,1751.05,44.38,10,25.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1539710KW-28,1 CTW 7 STONE GENTS BAND GC,351141508,10K,11/4/2024,0,25,0,2,3,20,16488.8,44.24,5,15.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E381614KW-42,1 CTTW FAUX MQ & PEAR EARRING LB,12202834,14K,1/1/2024,7,0,0,4,0,3,2400.0,44.1,2,1.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N81714KY-42,1 CTW NECKLACE,12256350,14K,1/1/2024,1,7,1,3,1,3,4680.0,44.1,2,1.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R730214KY-C82,1/2 CTW 1 BAG ON EACH SIDE 1/2RD CTR ENG,189-38399,14K,1/1/2024,7,0,0,4,0,3,975.0,44.1,2,1.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R957010KW-C82,1/3 CTW RD CLUSTER CTR SPLIT SHK RG,189-38506,10K,1/1/2024,14,0,0,6,2,6,960.0,44.1,3,3.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,R1332410KW-STK,1/3 CTTW ALIGN MBS 3 STONE RING KL,581159908,10K,1/1/2024,7,0,0,4,0,3,830.55,44.1,2,1.0,,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1123710KTTRB-24,1/10 CTW SOL BAND MT,20577491,10K,1/1/2024,33,33,38,11,5,12,1579.56,44.1,6,6.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P1667SS10PK-C82,.10CTTW SILVER HEART PENDANT,189-36146,10K/SS,1/4/2024,0,23,0,10,3,10,290.0,43.89,5,5.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LB2355SSYV-24,3 CTW LCD DIA RD TENNIS BRACELET GSI CB,20593242,SS,9/27/2024,0,25,0,5,1,19,5874.8,43.15,5,14.0,,Slow Mover
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B3217SS-20,1/10 CTW MIRACLE PLATE FASHI BRACELET KL,590429801,SS,1/1/2024,109,0,66,24,0,19,894.14,43.07,9,10.0,STM01242024,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1191314KY-BB,1/2 CTW JOURNEY RING,12137576,14K,1/1/2024,8,10,0,8,2,8,3400.0,42.87,4,4.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E396914KW-C82,1 CTTW OUTSIDE ONLY HOOP EARRINGS DK,104-13862,14K,1/1/2024,42,0,2,20,2,18,15300.0,42.44,8,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B271914KW-42,8 CTTW STRAIGHT LINE GENTS BRACELET,60012757,14K,7/24/2024,0,13,0,3,1,9,56250.0,41.91,3,6.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E496614KY-42,1 CTW 3 STONE MRQ HUGGIES EARRING LB,60011893,14K,7/1/2024,0,13,1,4,0,8,10400.0,41.81,2,6.0,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E4907SSYV-24,1/10 CTW TULIP SHAPE EARRING CB,20593139,SS,9/20/2024,0,100,50,1,11,38,2280.76,41.71,10,28.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG206614KY-42,1/16 CTW BAZEL CUFF BANGLE,12255097,14K,1/1/2024,6,20,0,11,3,12,3180.0,41.55,5,7.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1422310KWOX-24,1/6 CTW 3 ROW BLK ONYX GENTS BAND MT,20573230,10K,1/1/2024,103,0,0,45,10,48,26472.48,41.21,21,27.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N104814KW-42,5 CTW ETERNITY NECKLACE LB,12202933,14K,1/1/2024,6,9,0,7,1,7,31540.0,41.16,3,4.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N1242SS-STK,1/5 CTTW ALIGN MBS 3 STN MP NECKLACE KL,174366702,SS,1/1/2024,981,0,46,420,77,438,47667.54,41.02,189,249.0,STM05312023,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P3648SS-C82,1/2 CTTW DBL HEART PENDANT DK,189-38357,SS,1/1/2024,17,0,0,6,3,8,960.0,40.85,3,5.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,B276210KW-STK,1/2 CTTW MBS 3 STONE BRACELET KL,111986600,10K,1/1/2024,61,0,10,24,3,24,7812.7,40.85,10,14.0,STM05312023,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225414KW-BB,1/2CTTW DIAMOND BEZEL STUD EARRING,11939915,14K,1/1/2024,11,11,1,10,1,10,3400.0,40.42,4,6.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B234314KY-42,1 CTW TENNIS BRACELET LB,12274585,14K,1/1/2024,8,23,8,9,3,11,9455.0,40.26,5,6.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LP354314KY-24,1/2 CW LCD 3/8 RND DROP SHP PEND GSI CB,20531760,14K,1/1/2024,11,35,0,20,4,22,7340.74,40.26,9,13.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,N1911SSBKBLK-22,2 CTW BLK DIA LINK ETERNITY MENS NE SD,723472104,SS,9/19/2024,0,45,2,7,3,33,20533.26,40.23,9,24.0,STO03212025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B348514KY-42,1 3/8 CTW CUBAN LINK BRACELET LB,60011514,14K,6/19/2024,0,11,5,2,0,4,7600.0,40.15,1,3.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E494414KY-42,1 1/10 CTW 5STN PC/OV/RD/EM EARRING,60011900,14K,6/19/2024,0,12,0,3,1,8,7800.0,40.15,2,6.0,,Review
