Div,AE,Cust Code,Customer,Buyer,Style,Style Description,SKU No.,Metal Kt,Inception Dt.,OM 1/1/24,Shipped_Qty,Returned_Qty,Net_Sales_2024,Net_Sales_2025_YTD,Open_Memo_Qty,Open_Memo_Amt,Sell_Through_Pct,Expected_Sales_6mo,Excess,RA_Issued,Performance_Category
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R8986SSYV-C82,1/3 CTW 3 ROW STACK LOOK BAND,189-38472,SS,1/1/2024,28,0,0,8,3,17,1700.0,30.32,4,13.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LP420310KY-24,1 CTW CROSS PENDANT GSI CB,20569467,10K,1/1/2024,202,0,51,43,16,92,29520.96,30.15,22,70.0,ZCDF04032025,Slow Mover
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LE320114KW-28,1 CTW LCD  WHT SOL PLUS EARRINGS GSI CF,161560608,14K,11/7/2024,0,30,0,2,2,26,10714.86,30.04,4,22.0,,Slow Mover
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LE374414KW-28,1 CTTW LCD PEAR&RND DROP HALO EAR GSI CF,394146005,14K,11/7/2024,0,30,0,4,0,26,9007.7,30.04,4,22.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Courtney Francis,E266510KW-28,1/2 CTW OUTSIDE ONLY HOOP EARRINGS CF,555481009,10K,11/7/2024,0,30,0,2,2,26,13614.12,30.04,4,22.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E462414KY-42,2 CTW BUTTERCUP OVAL SHP HOOP EARRING LB,12275939,14K,1/1/2024,13,6,1,5,2,11,22070.0,30.01,3,8.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N146514KW-42,2 CTW BUTTERCUP NECKLACE,12255311,14K,1/1/2024,10,3,0,4,1,8,17375.0,29.68,2,6.0,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,B3159SS-24,1/2 CTW DIA & GOLD MULTI FAX MRQ BRAC CB,20595230,SS,10/24/2024,0,35,0,2,3,30,6074.4,29.63,5,25.0,,Slow Mover
NL,Darshan Samani,S131,SHERWOOD MANAGEMENT,Sherwood,LB3333PLT-82,5 CTW LCD DIA TENNIS BRACELET,152-03243,PLT,1/29/2024,0,25,0,9,0,16,33716.64,29.53,4,12.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1518910KWBS-24,1/3CTW BLUE SAPH RND DIA CLUSTER RING MT,20583598,10K,8/26/2024,0,100,0,13,6,81,45289.53,29.51,15,66.0,ZCMF04032025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG196414KY-BB,1CTTW BANGLE BRACELET,11357589,14K,1/1/2024,9,13,1,7,1,13,14615.0,29.4,3,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N95314KW-BB,10 CTW ETERNITY NECKLACE,12139648,14K,1/1/2024,4,4,0,2,1,5,33875.0,28.94,1,4.0,,Review
NL,Darshan Samani,Z000,ZALE DELAWARE INC.,Amy Bankler,LE471114KTT-23,1 5/8 CTW RD& PR FRONT BACK HOOP GSI KM,20582320,14K,3/25/2024,0,128,102,7,1,18,11248.2,28.87,4,14.0,ZAM08202024,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,E316310KYBLK-22,1/2 CTW PLUS MENS EARRINGS SD,701506305,10K,9/19/2024,0,12,0,0,2,10,1846.3,28.83,2,8.0,STO03212025,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LR13289SSYV-24,2 CTTW LCD MULTI RAW FASHION RING GSI CB,20593234,SS,9/27/2024,0,25,0,2,2,21,4642.47,28.77,4,17.0,,Slow Mover
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,P3552SS-23,1/2 CTTW OVAL SHP JOURNEY PENDANT KM,20572747,SS,1/1/2024,53,0,2,13,6,32,6961.92,28.75,7,25.0,ZOM03272025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E234414KY-42,1 CTW IN/OUT HOOP EARRINGS,12264735,14K,1/1/2024,10,10,1,6,1,12,8990.0,28.43,3,9.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG210514KW-42,3/4 CTTW SINGLE LINE BANGLE,12255139,14K,1/1/2024,8,3,0,4,0,7,6930.0,28.06,2,5.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E338210KY-C82,1/2 CTW YELLOW FASHION EARRINGS,189-38647,10K,1/1/2024,11,0,0,4,0,7,2345.0,28.06,2,5.0,,Dead Weight
AJ,Darshan Samani,S019,STERLING INC. KAY,Tatyana Grant,P302810KWBKBLK-20,1/2 CTW BLK MENS PENDANT TG,751350000,10K,1/1/2024,140,15,1,39,17,98,32009.23,28.06,21,77.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LN121814KW-24,20 CT RND CLUST OVERLAY NECKLACE GSI CB,20568566,14K,1/1/2024,17,5,0,8,0,14,57901.05,28.06,3,11.0,ZCDF04032025,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,R1172410KY-24,1 1/2CT FLEUR DE LIS BYPASS FASH RING CB,20571687,10K,1/1/2024,75,80,0,52,4,99,65973.22,27.88,21,78.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E397114KW-C82,1/2 CTTW OUTSIDE ONLY HOOP EARRINGS,104-13888,14K,1/1/2024,50,0,0,16,2,32,12160.0,27.78,7,25.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,E366310KW-C22,1/4 CTTW ALIGN MBS 3 STN EARRINGS KL,741479303,10K,7/1/2024,0,140,0,25,6,109,16617.05,27.77,19,90.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,P3910SSBLK-22,1/2 CTTW STAR DESIGN BLK DIA MENS PEN SD,360685402,SS,9/19/2024,0,25,0,3,1,21,4382.91,27.68,3,18.0,STO03212025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P314414KW-BB,1 3/4 CTW MENS CROSS PENDANT,12139564,14K,1/1/2024,10,4,0,4,1,9,12825.0,27.56,2,7.0,,Review
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P448314KW-24,1/3 CTTW PRINCESS SOLITAIRE PENDANT CB,20573476,14K,1/1/2024,31,0,0,8,3,20,5199.2,27.38,4,16.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R945614KW-C22,1 1/2 CTW MULTI ROW FASHION BAND EL,200592804,14K,7/9/2024,0,33,0,4,3,26,24822.2,27.36,4,22.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,LE486310KY-24,1 3/4CTW LCD 3/4CT RD CU SH MEN E GSI MT,20584344,10K,4/15/2024,0,33,0,4,5,24,11796.15,27.05,4,20.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P342014KW-BB,3 CTTW CROSS GENTS PENDANT,12139572,14K,1/1/2024,18,2,0,7,0,13,25350.0,27.01,3,10.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R1451610KY-C22,2 CTW 16 STN 2 ROW GENTS RING KW,112113408,10K,7/1/2024,0,119,2,13,12,92,92024.84,26.8,15,77.0,,Slow Mover
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,N1522SS-23,3/8 CTW MULTI FAUX MRQ NECKLACE KM,20572843,SS,1/1/2024,105,0,4,31,4,66,12761.76,26.74,13,53.0,ZOM03272025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B267914KY-42,1 1/3 CTTW ROUND DIA BRACELET LB,12202867,14K,1/1/2024,11,16,1,8,1,17,18700.0,26.71,3,14.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P380710KW-C82,1/4 CTTW FLOWER CLUSTER PENDANT,189-38670,10K,1/1/2024,29,0,0,10,0,19,3325.0,26.61,4,15.0,,Dead Weight
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1390810KPBR-28,1/3 CTTW WHT&CH MENS ANNIVARSARY BAND GC,135862100,10K,11/4/2024,0,25,0,1,2,22,10461.66,26.55,3,19.0,,Slow Mover
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy Bankler,R1138010KW-23,1 1/2 CTW RD/TP FASH RG KM,20587712,10K,7/2/2024,0,53,0,8,3,42,42588.84,26.12,7,35.0,ZOM03272025,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R1569410KW-28,3/4 CTW 1/2CT PEAR CTR BRIDAL RING GC,701535801,10K,10/31/2024,0,25,0,1,2,22,21552.74,25.92,3,19.0,,Slow Mover
AJ,Darshan Samani,JA007,STERLING INC. JARED VAULT,Grace Coy,R651310KW-28,1 CTW PRINCESS CUT TRELLIS HALO BRI GC,220525000,10K,10/31/2024,0,25,0,0,3,22,22162.8,25.92,3,19.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Tamara Zemlensky,R1331010KW-C22,2 CTTW MULTI ROW ANNIVERSARY BAND KW,360673608,10K,7/9/2024,0,25,0,4,1,20,15587.6,25.8,3,17.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG209014KW-42,1 CTTW FAUX MQ & PEAR BANGLE LB,12202859,14K,1/1/2024,7,0,0,3,0,4,5600.0,33.07,1,3.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG216014KW-42,3/4 CTW SINGLE LINE BAZEL SET BANGLE LB,12264669,14K,1/1/2024,9,9,0,6,0,12,13800.0,25.72,2,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B261414KW-BB,10CTW CUSHION SHAPED COMPOSITE BRACELET,12137352,14K,1/1/2024,9,0,0,3,0,6,45300.0,25.72,1,5.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224714KYII1I2-BB,14KY EAR BAR HOOP D1.00 I I1-I2,12022596,14K,1/1/2024,3,6,0,3,0,6,5670.0,25.72,1,5.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E234414KW-42,1 CTW IN/OUT HOOP EARRINGS,12264727,14K,1/1/2024,9,0,0,2,1,6,4320.0,25.72,1,5.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,N81714KW-BB,1 CTW NECKLACE,12139614,14K,1/1/2024,15,6,0,6,1,14,19250.0,25.72,3,11.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P377514KW-42,1/2 CTTW DBL HEARTS PENDANT LB,12202958,14K,1/1/2024,12,0,0,3,1,8,5200.0,25.72,2,6.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BB003914KY-42,4.0CTW STRAIGHT LINE BRACELET,12217774,14K,1/1/2024,5,14,4,4,1,10,30100.0,25.72,2,8.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B276210KW-C82,1/2 CTTW MBS 3 STONE BRACELET,189-37862,10K,1/1/2024,6,0,0,2,0,4,1000.0,25.72,1,3.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N115210KW-C82,1/4 CTTW MBS 3 STONE NECKALCE IR,189-38167,10K,1/1/2024,9,0,0,2,1,6,840.0,25.72,1,5.0,,Review
AJ,Darshan Samani,Z000,ZALE CORPORATION,Amy McLain,R1378410KY-23,1/2 CT TP & RND CUSHION SHP GENT RING AM,20485415,10K,1/1/2024,6,0,3,1,0,2,950.06,25.72,0,2.0,ZAM06272023,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E465414KY-24,AB 1/2 CTW SOLIT MENS STUD EARR GSI MT,20573228,14K,1/1/2024,31,0,1,10,0,20,10419.0,25.72,4,16.0,ZCMF04032025,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1123710KTTBS-24,1/10 CTW SOL BAND MT,20577493,10K,1/1/2024,33,0,0,8,3,22,2674.32,25.72,4,18.0,ZCMF04032025,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LBG225718KY-24,3/4 LCD DIA CTW FLEX BANGLE GSI CERT CB,20592645,18K,9/13/2024,0,33,0,4,1,28,23379.44,25.49,4,24.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LR1605810KW-24,2 1/2 CTW LCD 5STN EMR&RND FAS RG GSI CB,20593243,10K,9/23/2024,0,21,0,1,2,18,8639.64,25.19,3,15.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,LN104910KY-24,5 CTTW MENS ENTERNITY TENNIS NECK GSI MT,20573060,10K,1/1/2024,12,22,0,9,2,23,36090.28,24.97,4,19.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG196414PK-BB,1CTTW BANGLE BRACELET,11357597,14K,1/1/2024,13,6,0,6,0,13,14375.0,24.37,2,11.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225214KYII1I2-BB,14KY EAR RD/BAG HOOP D.25 I I1-I2,12022646,14K,1/1/2024,4,15,0,6,0,13,4095.0,24.37,2,11.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LB334510KW-24,14 1/7 CTW LCD PEAR/MRQ/RND BRACE GSI CB,20593595,10K,10/11/2024,0,8,0,1,0,7,21731.36,24.14,1,6.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P391414KW-42,1 1/5 CTTW CROSS PENDANT,12212924,14K,1/1/2024,8,9,1,5,0,11,11000.0,24.11,2,9.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E130014KW-C82,1/2CTTW EARRINGS,189-37912,14K,1/1/2024,16,0,0,5,0,11,4125.0,24.11,2,9.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B258514KW-BB,6 CTW GENTS BRACELET,12139549,14K,1/1/2024,11,3,1,4,0,9,35100.0,23.74,2,7.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1212314KY-42,3/4 CTW SCULPTED RING,12255261,14K,1/1/2024,4,9,0,4,0,9,6075.0,23.74,2,7.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,R1300810KW-C82,1 CTTW 2 ROW BG & RND GENTS BAND,189-38597,10K,1/1/2024,26,0,0,7,1,18,10260.0,23.74,3,15.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N908SSYV-C82,1/6 CTW EVER AMORE CIRC CHARM NECKLACE,189-38142,SS,1/1/2024,24,0,1,5,2,16,960.0,23.49,3,13.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,E487410KWEM-24,1/3 CTW LTWT CAST RB & RND 1 ROW EAR MT,20589700,10K,8/30/2024,0,30,3,3,1,23,6454.03,23.41,3,20.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,LB271810KY-24,7 CTW LCD STRAIGHT LINE GENTS BR GSI AM,20573094,10K,1/1/2024,11,22,0,8,2,23,29841.88,23.38,4,19.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E462514KW-42,3 CTW BUTTERCUP OVAL SHP HOOP EARRING LB,12275962,14K,1/1/2024,10,0,0,3,0,7,23800.0,23.15,1,6.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E288810KW-C82,1 CTW RD/PC/TP CLSTER STARBURST EAR,189-37938,10K,1/1/2024,11,0,1,2,1,7,2730.0,23.15,1,6.0,,Review
NL,Darshan Samani,J054,STERLING JARED VAULT,Courtney Francis,LR1418414KW-28,2 CTW LCD MULTI ROW ANNIVERS BAND GSI CF,142247600,14K,11/7/2024,0,30,0,2,1,27,16179.75,22.53,3,24.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224614KWII1I2-BB,14KW EAR BAR HOOP D2.00 I I1-I2,12022620,14K,1/1/2024,16,16,1,8,1,22,38575.0,22.4,3,19.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,N1932SSBKBLK-22,8 CTW BLK&WHT GENTS ETERNITY NECKLACE SD,950308700,SS,8/15/2024,0,90,3,8,5,74,140571.14,22.17,10,64.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B2609SSBLK-C82,1/4 CTW BLACK MENS BRACELET,189-37854,SS,1/1/2024,21,0,0,3,3,15,1650.0,22.05,2,13.0,,Slow Mover
NL,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,LN195210KW-24,5/8 CTW LCD 7 STN MRQ  YARD NECK GSI CB,20593239,10K,9/27/2024,0,25,0,2,1,22,7027.02,21.58,3,19.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,B3379SSBKBLK-22,6 CTW BLK & WHT GENTS BRACELET SD,423397405,SS,8/15/2024,0,90,0,11,2,77,82756.52,21.43,10,67.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224714KWII1I2-BB,14KW EAR BAR HOOP D1.00 I I1-I2,12022554,14K,1/1/2024,12,11,0,6,1,16,14490.0,23.49,3,13.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG196414KW-BB,1CTTW BANGLE BRACELET,11357571,14K,1/1/2024,19,7,4,3,3,16,16175.0,21.05,2,14.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,R15428SS-24,3/4 CTW MULTI ROW BYPASS FASHIIN RING CB,20593133,SS,9/20/2024,0,25,0,2,1,22,6350.3,20.86,3,19.0,,Slow Mover
AJ,Darshan Samani,S093,STERLING INC. KAY OUTLET,Shunte Dupree,R1600910KY-22,3/8 CTW RIVET LOOK GRUNGE GENTS RING SD,655752905,10K,9/19/2024,0,25,0,3,0,22,13159.74,20.76,3,19.0,STO03212025,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E490910KW-24,3/4 CTW FLOWER CLUSTER EARRING CB,20593240,10K,9/20/2024,0,35,1,2,2,30,12279.6,20.45,3,27.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,N95310KW-24,10 CTW ETERNITY NECKLACE CB,20568564,10K,1/1/2024,7,50,0,12,3,42,212587.84,20.31,6,36.0,ZCDF04032025,Slow Mover
NL,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,LN177014KW-20,5 CTW LCD GRADUATING EMERALD NECK GSI AR,245214402,14K,9/18/2024,0,17,0,2,0,15,21916.95,20.26,2,13.0,STM02262025,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224414KWII1I2-BB,14KW EAR DBL RD HOOP D1.00 I I1-I2,12022570,14K,1/1/2024,15,10,2,5,1,17,12750.0,20.13,2,15.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG224414KY-42,2 CTW STRAIGHT FLEX BANGLE,60011512,14K,6/19/2024,0,6,0,0,1,5,9750.0,20.08,1,4.0,,Review
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,R1607114KY-42,1/6 CTW HEART RING LB,60011901,14K,6/19/2024,0,12,0,2,0,10,6250.0,20.08,1,9.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1523014KY-24,AB 1 CTW 1/2CT RND MENS RING GSI MT,20573161,14K,1/1/2024,27,0,0,5,2,20,24685.2,20.01,3,17.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Misty Thrash,R1529214KTTR-24,AB 1 CTW RD CLUSTER ROLEX GENTSRG GSI MT,20573175,14K,1/1/2024,31,0,0,6,2,23,27056.74,19.91,3,20.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,E4650SS-24,1/2 CTW PRN/RND 3 PEAR CLUSTER EARRIN CB,20592867,SS,9/20/2024,0,35,0,3,1,31,6970.66,19.86,3,28.0,,Slow Mover
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P461110KW-24,5/8 CTW FLOWER CLUSTER PENDANT CB,20593235,10K,9/20/2024,0,35,0,3,1,31,12036.68,19.86,3,28.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E397014KW-C82,1 1/2 CTTW OUTSIDE ONLY HOOP EARRINGS DK,104-13870,14K,1/1/2024,45,0,2,9,2,32,42400.0,19.74,4,28.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG205114KW-BB,2 CTW STRAIGHT LINE CLASSIC BANGLE,12214573,14K,1/1/2024,13,4,1,3,1,12,25050.0,19.29,2,10.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224114KWII1I2-BB,14KW EAR IN/OUT HOOP D1.50 I I1-I2,12022588,14K,1/1/2024,13,15,0,7,0,21,28350.0,19.29,3,18.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E225114KYII1I2-BB,14KY EAR RD/BAG HOOP D.50 I I1-I2,12022679,14K,1/1/2024,13,17,1,8,0,21,12500.0,21.29,3,18.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E283014KY-BB,2 CTW EARRING,12137428,14K,1/1/2024,4,0,0,1,0,3,4800.0,19.29,0,3.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E341010KW-C82,3/4 CTTW PC/RND/TP CUSHION SHP EAR DK,189-37995,10K,1/1/2024,20,0,0,4,1,15,4275.0,19.29,2,13.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E380610KW-C82,4 CTTW OUTSIDE ONLY ROUND HOOP EARING DK,189-38118,10K,1/1/2024,13,0,1,1,2,9,22050.0,19.29,1,8.0,,Review
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N114110KW-C82,1/2 CTTW MBS 3 STONE NECKALCE IR,189-38159,10K,1/1/2024,4,0,0,1,0,3,855.0,19.29,0,3.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,N1242SS-C82,1/5 CTTW ALIGN MBS 3 STN MP NECKLACE IR,189-38233,SS,1/1/2024,6,0,2,0,1,3,270.0,19.29,0,3.0,,Review
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,MX1124SS-STK,1/2 CTTW HEART EAR & PEND SET KL,174318903,SS,1/1/2024,4,0,0,1,0,3,375.0,19.29,0,3.0,,Dead Weight
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,N114010KW-STK,3/4 CTTW MBS 3 STONE NECKALCE KL,174370003,10K,1/1/2024,16,0,8,2,0,6,2919.71,19.29,1,5.0,STM05312023,Dead Weight
AJ,Darshan Samani,S019,STERLING INC. KAY,Kadee McGinnis ,R1266410KY-STK,1/4 CTW 3 STONE FASHION RING KL,581156407,10K,1/1/2024,8,0,4,1,0,3,722.55,19.29,0,3.0,STM05312023,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224014KWII1I2-BB,14KW EAR IN/OUT HOOP D1.00 I I1-I2,12022612,14K,1/1/2024,17,15,2,7,1,22,20680.0,20.58,3,19.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,B276310KW-C82,1/4 CTTW KEY & KEYHOLE BRACELET,189-37870,10K,1/1/2024,25,0,0,4,2,19,4560.0,18.52,2,17.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG216214KW-42,1 CTW STRAIGHT FLEX BANGLE LB,12274676,14K,1/1/2024,18,24,5,10,1,26,22490.0,22.94,4,22.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E224914KWII1I2-BB,14KW EAR RD/BAG HOOP D1.00 I I1-I2,12022604,14K,1/1/2024,17,2,1,4,1,13,12476.0,21.44,2,11.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,P234114KW-BB,1/2CTW DIAMOND BEZEL NECKLACE,11939881,14K,1/1/2024,17,0,0,4,0,13,8905.0,18.16,2,11.0,,Dead Weight
AJ,Darshan Samani,Z005,PEOPLES JEWELERS-CANADA,Christie Byrd,P448514KW-24,1 CTTW PRINCESS SOL PENDANT GSI CERT CB,20573475,14K,1/1/2024,17,0,0,4,0,13,16909.23,18.16,2,11.0,ZCDF04032025,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,E462414KW-42,2 CTW BUTTERCUP OVAL SHP HOOP EARRING LB,12275947,14K,1/1/2024,13,1,0,4,0,10,20070.0,22.05,2,8.0,,Slow Mover
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,E325810KWBLKC82,1/2 CTW SOL PLUS BLK & WHT EARRINGS,189-38605,10K,1/1/2024,31,0,0,6,1,24,5040.0,17.42,3,21.0,,Slow Mover
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,BG200914KY-42,3/8 CTW BANGLE,12255105,14K,1/1/2024,10,0,1,2,0,7,4410.0,17.15,1,6.0,,Dead Weight
AJ,Darshan Samani,B003,BEN BRIDGE CORPORATION,Laura Barringer,B301214KP-42,1 CTTW BG & RND BRACELET,12255170,14K,1/1/2024,9,0,0,2,0,7,7175.0,17.15,1,6.0,,Dead Weight
AJ,Darshan Samani,LS003,SHERWOOD MANAGEMENT,Sherwood,P278710KP-C82,10KP1/2 CTW 4EVER LOVE SWIRL HRT PENDANT,189-38241,10K,1/1/2024,36,0,0,6,2,28,5880.0,17.15,3,25.0,,Slow Mover
